Date,ISIN,maturity,coupon,liquidity_score,return_std_dev,expected_return,OAS,bid_price,ask_price,duration,issuer,sector
2025-01-01,Security1,2026-09-30,2.75,0.7842606663518962,0.4221707568252356,-0.1174398,51.15250894766231,100.73205994558093,100.79497874569883,1.7452054794520548,Company2,Sector2
2025-01-02,Security1,2026-09-30,2.75,0.7839804316878787,0.2402394788338511,-0.075915072,51.313876647835116,100.72845082118661,100.79134713894686,1.7424657534246575,Company7,Sector4
2025-01-03,Security1,2026-09-30,2.75,1.1809096009850646,0.3851172097592108,-0.073452693,50.681859788129444,100.71686845110443,100.8116091646574,1.7397260273972603,Company9,Sector4
2025-01-06,Security1,2026-09-30,2.75,0.9518877756591388,0.2265013983904565,-0.067987478,50.620142100755714,100.72067368321964,100.79704068625955,1.7315068493150685,Company10,Sector1
2025-01-07,Security1,2026-09-30,2.75,1.2207980636145446,0.2636961938384956,-0.064417096,50.29966282295135,100.71110337481656,100.80904421597361,1.7287671232876711,Company8,Sector2
2025-01-08,Security1,2026-09-30,2.75,1.0348377050690925,0.2697298838174963,-0.009453493,50.589456150087926,100.71365518374868,100.79667700227567,1.726027397260274,Company7,Sector4
2025-01-09,Security1,2026-09-30,2.75,1.0394595287536053,0.4205618220946537,-0.075225903,49.521402438856846,100.72219126503099,100.80558387813313,1.7232876712328766,Company3,Sector4
2025-01-10,Security1,2026-09-30,2.75,0.7698708311445321,0.2198335264002161,-0.02517184,48.03854167591417,100.74589453282739,100.80765888111061,1.7205479452054795,Company9,Sector3
2025-01-13,Security1,2026-09-30,2.75,0.7909917027474378,0.3906754873351991,-0.140001095,47.428132105330505,100.74518692601413,100.80864573629924,1.7123287671232876,Company7,Sector4
2025-01-14,Security1,2026-09-30,2.75,1.0786865822362612,0.2868193152583654,-0.120680051,48.46082549928895,100.72127951005749,100.80781918795986,1.7095890410958905,Company6,Sector2
2025-01-15,Security1,2026-09-30,2.75,1.0326134619220446,0.151431871,-0.115926894,47.78111657820786,100.72795790883447,100.81080128323441,1.7068493150684931,Company9,Sector2
2025-01-16,Security1,2026-09-30,2.75,0.9081849229883636,0.4334747812684225,-0.056568342,49.99166691100333,100.70875398419791,100.78161484295474,1.704109589041096,Company6,Sector1
2025-01-17,Security1,2026-09-30,2.75,0.8803828478018164,0.3952372290310669,-0.182691212,48.807637543141915,100.71976351307049,100.79039389759015,1.7013698630136986,Company6,Sector3
2025-01-20,Security1,2026-09-30,2.75,1.0848629873849145,0.2612022251077056,-0.062821765,49.768726304728105,100.69592246558764,100.7829577,1.6931506849315068,Company6,Sector5
2025-01-21,Security1,2026-09-30,2.75,0.907091931,0.3719227237008753,-0.076917736,50.61873409377801,100.69252136585108,100.76529453728357,1.6904109589041096,Company5,Sector5
2025-01-22,Security1,2026-09-30,2.75,0.8828072562656769,0.3957399471221204,-0.010304413,49.54674334139063,100.70226772424176,100.77309261153083,1.6876712328767123,Company6,Sector2
2025-01-23,Security1,2026-09-30,2.75,0.8154391410637283,0.3644240731083872,0.095556437,48.94790956402608,100.70899162163815,100.77441177405197,1.6849315068493151,Company3,Sector4
2025-01-24,Security1,2026-09-30,2.75,1.0727503944188248,0.187973197,0.108448362,47.71836454517014,100.70903023966198,100.79509367563261,1.6821917808219178,Company7,Sector4
2025-01-27,Security1,2026-09-30,2.75,0.978612286,0.2552739333774518,0.057577604,48.33700303331298,100.7006122670672,100.77912329468272,1.673972602739726,Company8,Sector2
2025-01-28,Security1,2026-09-30,2.75,1.2145091658527571,0.2846643981711949,0.040777897,46.59571022332181,100.70665883056822,100.80409513296894,1.6712328767123288,Company8,Sector4
2025-01-29,Security1,2026-09-30,2.75,1.2178671437224118,0.1897587837495939,0.004224173,46.63080223629623,100.70418048721582,100.80188618976301,1.6684931506849314,Company6,Sector4
2025-01-30,Security1,2026-09-30,2.75,0.7546577284421232,0.2317970657854547,-4.59E-05,47.06006112392253,100.71645564499512,100.77699949324669,1.6657534246575343,Company5,Sector4
2025-01-31,Security1,2026-09-30,2.75,1.0605796277465465,0.3907913786623303,-0.053571032,46.850497093936724,100.70430028545735,100.78938729857725,1.663013698630137,Company6,Sector1
2025-02-03,Security1,2026-09-30,2.75,1.031496822819473,0.3584117948501983,-0.002085433,48.669530015154564,100.68120977353226,100.76396356344134,1.6547945205479453,Company6,Sector5
2025-02-04,Security1,2026-09-30,2.75,0.7999906244622943,0.302181101,0.027652994,49.54466687369315,100.67970896774786,100.74388973360327,1.652054794520548,Company5,Sector4
2025-02-05,Security1,2026-09-30,2.75,1.0188172020508135,0.3935983610287952,-0.082481703,51.81650473447544,100.64610690611033,100.72784344938327,1.6493150684931508,Company4,Sector4
2025-02-06,Security1,2026-09-30,2.75,1.0029423470243826,0.3864195036229308,-0.061602207,52.246800700573765,100.64042819404399,100.72089114694937,1.6465753424657534,Company4,Sector1
2025-02-07,Security1,2026-09-30,2.75,0.8162282851832336,0.2978746161015381,-0.111701239,50.64161355837259,100.66206039830277,100.7275439,1.643835616438356,Company6,Sector5
2025-02-10,Security1,2026-09-30,2.75,0.9245044174822576,0.2055432964128523,0.070121272,49.05169242445171,100.6677339757062,100.74190409687557,1.6356164383561644,Company5,Sector3
2025-02-11,Security1,2026-09-30,2.75,0.7843956570300097,0.4398005150359536,-0.046587084,49.34037694402345,100.66846301642292,100.73139264642413,1.632876712328767,Company7,Sector2
2025-02-12,Security1,2026-09-30,2.75,0.8721422082540657,0.356475202,-0.057408718,47.34169635480056,100.68305689580518,100.75302615938025,1.630136986,Company6,Sector4
2025-02-13,Security1,2026-09-30,2.75,0.8924936956083284,0.1594193929805805,0.00854798,46.954024866628714,100.68415362352357,100.75575562378924,1.6273972602739726,Company5,Sector5
2025-02-14,Security1,2026-09-30,2.75,0.9690922865038548,0.1491760365282377,0.02565725,45.178710003189344,100.6969571199769,100.77470438754546,1.6246575342465754,Company3,Sector1
2025-02-17,Security1,2026-09-30,2.75,1.0216089811307931,0.4165772811173254,-0.084235318,44.282386429404404,100.6979178224374,100.7798783414845,1.6164383561643836,Company4,Sector4
2025-02-18,Security1,2026-09-30,2.75,0.901258571,0.2298276301842677,-0.026682648,44.36398462625507,100.69994055050145,100.77224572956632,1.6136986301369862,Company7,Sector2
2025-02-19,Security1,2026-09-30,2.75,1.241926655125741,0.3002399119078718,-0.090994527,44.15604966466121,100.6863850263257,100.7860209488289,1.610958904109589,Company8,Sector3
2025-02-20,Security1,2026-09-30,2.75,1.1535499716325712,0.1573005210793539,0.024180926,44.34438230703918,100.68605126216993,100.77859699754232,1.6082191780821917,Company3,Sector3
2025-02-21,Security1,2026-09-30,2.75,1.014470346301135,0.4083027613642829,0.1199004953120115,43.84695927959991,100.69465544640813,100.77604325493026,1.6054794520547946,Company10,Sector2
2025-02-24,Security1,2026-09-30,2.75,1.0839316018562917,0.2412094056949743,0.1371649931833013,45.270301827193194,100.67159237116917,100.75855284072315,1.5972602739726027,Company9,Sector1
2025-02-25,Security1,2026-09-30,2.75,1.027301141244839,0.4510876435460659,0.063189727,46.77337094754106,100.6567501133299,100.73916729672322,1.5945205479452054,Company4,Sector2
2025-02-26,Security1,2026-09-30,2.75,1.2158780197180388,0.3296790076535975,0.001149374,46.06270792680994,100.65435768533384,100.75190380663336,1.5917808219178082,Company5,Sector5
2025-02-27,Security1,2026-09-30,2.75,0.8017932509591057,0.4010335059859753,-0.034665824,46.81300168922585,100.66143241457377,100.72575779956043,1.5890410958904109,Company2,Sector3
2025-02-28,Security1,2026-09-30,2.75,1.189063482486796,0.1635934375174537,-0.051936686,44.92422709213127,100.66293411000841,100.75832898417711,1.5863013698630137,Company2,Sector4
2025-03-03,Security1,2026-09-30,2.75,0.8822329607435638,0.2503241562099941,-0.079232299,45.55898740037101,100.66290832497043,100.7336871383115,1.5780821917808219,Company8,Sector5
2025-03-04,Security1,2026-09-30,2.75,1.194856353502855,0.1461226471794524,-0.018652884,43.631965539701774,100.66779860195174,100.76365822018985,1.5753424657534247,Company10,Sector2
2025-03-05,Security1,2026-09-30,2.75,1.1212083419904992,0.3185221967011269,-0.004669372,42.73906339,100.67777041324278,100.76772148000786,1.5726027397260274,Company7,Sector1
2025-03-06,Security1,2026-09-30,2.75,0.8277239548874953,0.2982192934516646,0.094871729,42.74582644512347,100.68749703564133,100.7539028,1.5698630136986302,Company3,Sector3
2025-03-07,Security1,2026-09-30,2.75,0.8908781357289471,0.1752360430030272,0.1320368757556763,41.84762742682352,100.69203767024874,100.76351005915751,1.5671232876712329,Company7,Sector2
2025-03-10,Security1,2026-09-30,2.75,0.8553148274034715,0.2183192735593433,0.09277926,41.332359961970546,100.69272856420683,100.76134781922265,1.558904109589041,Company3,Sector2
2025-03-11,Security1,2026-09-30,2.75,0.9214401438966292,0.2649701661880634,-0.032817659,39.46296945868283,100.70694770780264,100.78087199180905,1.5561643835616439,Company3,Sector5
2025-03-12,Security1,2026-09-30,2.75,1.0937485644006653,0.3246459000071647,-0.026482011,38.691005255787765,100.70584620371275,100.79359425771486,1.5534246575342465,Company8,Sector4
2025-03-13,Security1,2026-09-30,2.75,1.1764564076959487,0.2738035309484945,-0.108612421,38.223937884837916,100.70526555310836,100.79964900077964,1.5506849315068494,Company9,Sector3
2025-03-14,Security1,2026-09-30,2.75,1.0027045290489935,0.1886737186770915,-0.118800595,37.23759044388498,100.72021167408111,100.80065554758816,1.547945205479452,Company1,Sector3
2025-03-17,Security1,2026-09-30,2.75,0.8755606260349471,0.2451974053632852,-0.031767062,37.319527874904175,100.71856932257216,100.78881283520025,1.5397260273972602,Company10,Sector1
2025-03-18,Security1,2026-09-30,2.75,1.204079523109286,0.2437446581818522,-0.092487896,35.76506608,100.7191056872801,100.81570525180116,1.536986301369863,Company10,Sector2
2025-03-19,Security1,2026-09-30,2.75,0.7753994468312653,0.321280434,-0.142201195,35.78215460457335,100.73415880873425,100.79636670070168,1.5342465753424657,Company8,Sector1
2025-03-20,Security1,2026-09-30,2.75,1.067142223654597,0.1501096081448572,-0.03862561,37.16005109634091,100.7065804,100.79219387726435,1.5315068493150685,Company2,Sector3
2025-03-21,Security1,2026-09-30,2.75,1.1646740446861097,0.2417462850419175,-0.106396837,37.406280445536176,100.69821284233531,100.79165102757669,1.5287671232876712,Company8,Sector2
2025-03-24,Security1,2026-09-30,2.75,0.7720433808995251,0.1400692087138329,-0.11510593,36.64908850554197,100.71569550489662,100.77763415010642,1.5205479452054795,Company9,Sector2
2025-03-25,Security1,2026-09-30,2.75,0.916778269,0.2079532769263039,-0.1268271,37.41790514290136,100.70016045925752,100.77371073552857,1.5178082191780822,Company5,Sector3
2025-03-26,Security1,2026-09-30,2.75,0.8154098303508511,0.2789331550731183,-0.082531349,38.51761144522956,100.69115817489264,100.7565759757989,1.515068493150685,Company7,Sector5
2025-03-27,Security1,2026-09-30,2.75,1.239898976914418,0.1329201136161961,-0.096830727,38.03284502280969,100.67705407032884,100.77652731849997,1.5123287671232877,Company2,Sector5
2025-03-28,Security1,2026-09-30,2.75,0.8307909881369431,0.3123931438888414,-0.01998709,37.11519866196984,100.7007595023691,100.76741128584499,1.5095890410958903,Company7,Sector5
2025-03-31,Security1,2026-09-30,2.75,0.9709177559304252,0.3545076629608176,-0.07748428,38.25268205324504,100.67992671732789,100.75782043664508,1.5013698630136987,Company7,Sector1
2025-04-01,Security1,2026-09-30,2.75,1.1028337233799954,0.1890224340019771,0.00456867,38.133851728658975,100.6737769628732,100.7622538909938,1.4986301369863013,Company4,Sector1
2025-04-02,Security1,2026-09-30,2.75,1.030453432387373,0.2077680122872841,-0.015829358,38.17977608957611,100.67418144728828,100.75685152922009,1.4958904109589042,Company10,Sector2
2025-04-03,Security1,2026-09-30,2.75,0.8059369402946674,0.272129814,-0.049332815,36.457302068005475,100.69830777335602,100.76296559368242,1.4931506849315068,Company2,Sector3
2025-04-04,Security1,2026-09-30,2.75,1.2225254695233194,0.2233693887601239,-0.122478467,35.47319947591337,100.68936407445355,100.78744350002745,1.4904109589041097,Company2,Sector5
2025-04-07,Security1,2026-09-30,2.75,1.0955098118779385,0.1502042974393177,-0.134854707,36.73165355879117,100.67579962440169,100.7636889778247,1.4821917808219178,Company7,Sector5
2025-04-08,Security1,2026-09-30,2.75,0.8245271427392598,0.2218946229849872,-0.151570548,36.63288517265319,100.68561514232908,100.75176439692211,1.4794520547945205,Company9,Sector5
2025-04-09,Security1,2026-09-30,2.75,0.7680140690304154,0.2166744827327633,-0.010347106,36.78564456617599,100.68432093283697,100.74593631885632,1.4767123287671233,Company1,Sector1
2025-04-10,Security1,2026-09-30,2.75,0.934607992,0.1266515387704574,-0.027621068,36.43591007457556,100.67908600891242,100.7540667085399,1.473972602739726,Company7,Sector2
2025-04-11,Security1,2026-09-30,2.75,1.0262625483724988,0.127029499,-0.000453579,36.66969986320295,100.67104105659453,100.75337491690391,1.4712328767123288,Company10,Sector1
2025-04-14,Security1,2026-09-30,2.75,0.964893356,0.2278977972696307,-0.011159257,36.70328788963846,100.66705577047908,100.74446617091569,1.463013698630137,Company2,Sector1
2025-04-15,Security1,2026-09-30,2.75,0.770914429,0.2871002798098648,-0.062497981,36.30989113946835,100.6767225114099,100.73857058431813,1.4602739726027398,Company10,Sector4
2025-04-16,Security1,2026-09-30,2.75,0.932325758,0.2808784653821592,-0.063147225,35.15617445678376,100.67971640648315,100.75451400950982,1.4575342465753425,Company3,Sector2
2025-04-17,Security1,2026-09-30,2.75,1.2165440052603271,0.1641751570649957,-0.116655661,34.71155589586468,100.67071451553267,100.76831406678605,1.4547945205479451,Company4,Sector1
2025-04-18,Security1,2026-09-30,2.75,1.2360981325086302,0.207915031,-0.108039953,35.65762438391538,100.65845933408582,100.75762765230226,1.452054794520548,Company6,Sector4
2025-04-21,Security1,2026-09-30,2.75,0.7699474390556091,0.3608906089815917,-0.184850065,34.29075086392659,100.68468951109307,100.74646000539133,1.4438356164383561,Company3,Sector5
2025-04-22,Security1,2026-09-30,2.75,0.928904616,0.1693930517143895,-0.045670773,33.720054217885085,100.68197388302845,100.75649701848347,1.441095890410959,Company6,Sector1
2025-04-23,Security1,2026-09-30,2.75,1.0910333441552882,0.235559848,-0.147288795,34.514927555936985,100.66550636576918,100.7530365860749,1.4383561643835616,Company10,Sector3
2025-04-24,Security1,2026-09-30,2.75,1.0834667053177716,0.229513349,-0.101868677,33.87598744636968,100.67015247291468,100.75707564526172,1.4356164383561645,Company7,Sector4
2025-04-25,Security1,2026-09-30,2.75,0.9268393173073092,0.1611981872004129,-0.080913481,33.70412495483649,100.67611810277005,100.75047554570843,1.4328767123287671,Company9,Sector2
2025-04-28,Security1,2026-09-30,2.75,1.029941759571935,0.2992937607148486,-0.008197592,34.41630617010659,100.65877948965041,100.74140852165968,1.4246575342465753,Company2,Sector5
2025-04-29,Security1,2026-09-30,2.75,1.1873563617705456,0.3120276501586473,0.1574989773950686,34.28484177096825,100.65174576587746,100.74700368304737,1.4219178082191781,Company8,Sector1
2025-04-30,Security1,2026-09-30,2.75,1.2369185113186445,0.2543710192389531,0.2020645821627077,32.82425545,100.66230661232308,100.76154074698627,1.4191780821917808,Company4,Sector1
2025-05-01,Security1,2026-09-30,2.75,1.1247388055717695,0.2074645174519285,0.065177131,32.94547854,100.6635663210678,100.75380062597284,1.4164383561643836,Company4,Sector4
2025-05-02,Security1,2026-09-30,2.75,1.2128819112847782,0.1991058505638585,0.015486928,32.99700078096119,100.65748647978279,100.75479223259805,1.4136986301369863,Company2,Sector3
2025-05-05,Security1,2026-09-30,2.75,0.8683686661146793,0.1252562889688556,-0.026149919,33.90963274680853,100.65610603287482,100.72577255687133,1.4054794520547946,Company3,Sector4
2025-05-06,Security1,2026-09-30,2.75,0.8312508835502193,0.1720945897137521,-0.076088697,31.829538608357716,100.67633843093444,100.74302711039252,1.4027397260273973,Company5,Sector2
2025-05-07,Security1,2026-09-30,2.75,1.1499435149534485,0.2458581644456095,0.02637736,30.956659178278137,100.67024598141614,100.76250238195809,1.4,Company5,Sector2
2025-05-08,Security1,2026-09-30,2.75,0.8385261851601906,0.2660831472451634,0.062589282,30.906420819739576,100.68121301875235,100.74848537308722,1.3972602739726028,Company10,Sector5
2025-05-09,Security1,2026-09-30,2.75,0.9561472051768988,0.1191077361824657,-0.01438508,29.80145211196166,100.68550832383723,100.7622170476926,1.3945205479452054,Company5,Sector4
2025-05-12,Security1,2026-09-30,2.75,0.8396803317091035,0.1546116865719661,-0.051197705,29.793946418248634,100.68417915551139,100.75154410344318,1.3863013698630138,Company8,Sector3
2025-05-13,Security1,2026-09-30,2.75,1.2122436476207727,0.1539628147913692,-0.073115095,28.323841579048914,100.68190344200576,100.77915798890743,1.3835616438356164,Company9,Sector1
2025-05-14,Security1,2026-09-30,2.75,1.1411932480738158,0.1310122189640314,-0.137439714,27.87448138971973,100.68722205585337,100.77877644963098,1.3808219178082193,Company7,Sector5
2025-05-15,Security1,2026-09-30,2.75,0.9558565832757768,0.1486596341183306,-0.132898407,28.206773454244306,100.68931131769365,100.76599672585554,1.378082191780822,Company10,Sector2
2025-05-16,Security1,2026-09-30,2.75,1.0849535646440984,0.2164443867680259,-0.17716024,27.01182190746582,100.6940576456955,100.78110010415335,1.3753424657534246,Company5,Sector4
2025-05-19,Security1,2026-09-30,2.75,1.117528769413938,0.2752716480926061,-0.212250875,26.30397172,100.6937651527363,100.7834210188093,1.367123287671233,Company10,Sector1
2025-05-20,Security1,2026-09-30,2.75,0.8740836205587004,0.2104975198321959,-0.246693738,26.089292314738202,100.70365713189265,100.77378214895374,1.3643835616438356,Company9,Sector5
2025-05-21,Security1,2026-09-30,2.75,0.8295989214903656,0.1785311201408008,-0.208279647,25.441260844983695,100.7099039131965,100.7764600608637,1.3616438356164384,Company9,Sector3
2025-05-22,Security1,2026-09-30,2.75,1.1006390940699564,0.1290728789838482,-0.131148373,25.842425095900925,100.6929983925412,100.78129925236104,1.358904109589041,Company2,Sector3
2025-05-23,Security1,2026-09-30,2.75,0.9412708612984672,0.2170289912261461,-0.055786783,25.791303918843575,100.69788299978397,100.77339824072335,1.356164383561644,Company9,Sector1
2025-05-26,Security1,2026-09-30,2.75,0.7693623038328932,0.2695594714605663,-0.13559671,24.521070949480077,100.71143323767417,100.77315678838887,1.347945205479452,Company7,Sector3
2025-05-27,Security1,2026-09-30,2.75,0.9853450105429952,0.1029788251418597,-0.076640557,24.685988332630757,100.6991011038006,100.77815227699524,1.3452054794520547,Company2,Sector3
2025-05-28,Security1,2026-09-30,2.75,0.849786415,0.1804530598264841,-0.012685715,24.378571275025408,100.70559825560414,100.7737739832456,1.3424657534246576,Company5,Sector4
2025-05-29,Security1,2026-09-30,2.75,1.2092259506147476,0.1862109133943233,-0.162963516,24.434647243222635,100.68860151405185,100.78561396048504,1.3397260273972602,Company6,Sector4
2025-05-30,Security1,2026-09-30,2.75,0.9248292122229592,0.206510525,-0.085416322,24.893205445839364,100.69340269278331,100.76759887122705,1.336986301369863,Company7,Sector4
2025-06-02,Security1,2026-09-30,2.75,1.160268190485781,0.2520348089756292,-0.197649777,25.746327529388342,100.66936878974772,100.76245350697565,1.3287671232876712,Company5,Sector1
2025-06-03,Security1,2026-09-30,2.75,1.185661517931504,0.2639174541106879,-0.181113456,25.500679547385936,100.66879301697254,100.76391496207945,1.326027397260274,Company1,Sector4
2025-06-04,Security1,2026-09-30,2.75,0.8614617736029044,0.1757601282266355,-0.196923119,25.11684361799678,100.68362479394088,100.7527371993796,1.3232876712328767,Company5,Sector5
2025-06-05,Security1,2026-09-30,2.75,1.0800165913743145,0.1434100069746248,-0.054526105,24.976587066724754,100.67424679099089,100.7608931714001,1.3205479452054794,Company7,Sector4
2025-06-06,Security1,2026-09-30,2.75,0.9492329892823916,0.1460077096572674,-0.041009728,25.905633688495186,100.66817582517464,100.74432984293995,1.3178082191780822,Company10,Sector3
2025-06-09,Security1,2026-09-30,2.75,0.889301531,0.1825374294044613,-0.027017205,25.314839945255986,100.67045148352567,100.7417973862892,1.3095890410958904,Company7,Sector2
2025-06-10,Security1,2026-09-30,2.75,0.7847103773314099,0.2159587337103415,0.012289628,26.192258842667293,100.66384633361761,100.72680121265219,1.3068493150684932,Company7,Sector2
2025-06-11,Security1,2026-09-30,2.75,1.1366633187201804,0.2094296654198812,-0.099731286,26.134354213548992,100.64829405481436,100.73948502641389,1.3041095890410959,Company10,Sector5
2025-06-12,Security1,2026-09-30,2.75,0.925573065,0.2549679690804392,-0.059218713,26.000076491283966,100.65609261995436,100.73034847536184,1.3013698630136987,Company4,Sector4
2025-06-13,Security1,2026-09-30,2.75,1.0047028377640186,0.2823707154329783,-0.158852721,25.39029180192527,100.65701261796046,100.73761680957601,1.2986301369863014,Company5,Sector4
2025-06-16,Security1,2026-09-30,2.75,1.0897590591801318,0.2071131195549757,-0.198743607,25.896575484680948,100.64249155969073,100.72991954806632,1.2904109589041095,Company8,Sector5
2025-06-17,Security1,2026-09-30,2.75,1.1718305816360404,0.2542319289379827,-0.129570576,26.159111620274942,100.63455727536203,100.72856960735999,1.2876712328767124,Company10,Sector5
2025-06-18,Security1,2026-09-30,2.75,0.9155749341072036,0.1661929112682337,-0.104853248,26.022815835595487,100.64419001621104,100.71764375263268,1.284931506849315,Company2,Sector3
2025-06-19,Security1,2026-09-30,2.75,0.7638002675598179,0.1073922875834492,-0.090649074,26.086037414812655,100.64763323302435,100.7089105588249,1.2821917808219179,Company2,Sector3
2025-06-20,Security1,2026-09-30,2.75,1.188519206,0.2757091447259418,-0.125943684,26.928298392610053,100.62014677367218,100.7154979822099,1.2794520547945205,Company5,Sector1
2025-06-23,Security1,2026-09-30,2.75,0.8806075981951051,0.2751865250173816,-0.039783416,26.726861906927315,100.6284829941119,100.69913140965834,1.2712328767123289,Company4,Sector1
2025-06-24,Security1,2026-09-30,2.75,1.040294866869354,0.2360820800799471,-0.142349309,27.35980572383638,100.61372492602912,100.69718455571667,1.2684931506849315,Company1,Sector4
2025-06-25,Security1,2026-09-30,2.75,1.2417752864415434,0.1088442137787115,-0.09080416,26.242475380588512,100.61482881655455,100.71445259521785,1.2657534246575342,Company2,Sector2
2025-06-26,Security1,2026-09-30,2.75,0.7691285986766314,0.2557185867145727,-0.115446421,27.07380731158947,100.62344756963148,100.68515237090656,1.263013698630137,Company2,Sector4
2025-06-27,Security1,2026-09-30,2.75,1.0482856274938723,0.1427655867372099,-0.071809781,27.339742949623787,100.60757489475125,100.69167559837263,1.2602739726027397,Company3,Sector2
2025-06-30,Security1,2026-09-30,2.75,0.9228435558399002,0.1778478035538044,-0.125702725,27.240810813692008,100.60757058301209,100.68160745840467,1.252054794520548,Company3,Sector1
2025-07-01,Security1,2026-09-30,2.75,1.143214089101841,0.1437621727590886,-0.198769826,26.68554473393958,100.6022879385841,100.69400445816778,1.2493150684931507,Company10,Sector5
2025-07-02,Security1,2026-09-30,2.75,0.968196942,0.2673378715026047,-0.259099997,26.72841151091045,100.60687074889137,100.68454618574296,1.2465753424657535,Company4,Sector2
2025-07-03,Security1,2026-09-30,2.75,1.242117924658295,0.1170834814254549,-0.198310255,25.39664433917851,100.60722730479475,100.70687857225917,1.2438356164383562,Company4,Sector4
2025-07-04,Security1,2026-09-30,2.75,0.8078228920146653,0.2281282310449551,-0.243463696,25.32688662615499,100.62334113501245,100.68815025939423,1.2410958904109588,Company5,Sector1
2025-07-07,Security1,2026-09-30,2.75,1.1997523664555998,0.2675592091282629,-0.262422388,24.437221421266635,100.61052426902941,100.70677667919699,1.2328767123287672,Company7,Sector3
2025-07-08,Security1,2026-09-30,2.75,0.845039387,0.1662118780991101,-0.152278933,25.06196505115747,100.61648159846577,100.6842764867974,1.2301369863013698,Company7,Sector2
2025-07-09,Security1,2026-09-30,2.75,0.7721932668566156,0.1707889650231191,-0.113474659,25.02493951899477,100.61777004916715,100.67972071926226,1.2273972602739727,Company10,Sector2
2025-07-10,Security1,2026-09-30,2.75,0.9680287577274862,0.1959493682085765,-0.120288576,24.176700287915896,100.61641891738189,100.69408086133627,1.2246575342465753,Company5,Sector3
2025-07-11,Security1,2026-09-30,2.75,1.0099601742832929,0.1548268742377793,-0.021865286,24.649333358906908,100.60799127704715,100.68901724846094,1.2219178082191782,Company10,Sector5
